ifo_freq,t1,t2,t3,time
L1_f1,0.0,0.0,0.0,1323213984
L1_f2,0.0,0.0,0.0,1323213984
L1_f3,0.0,0.0,0.0,1323213984
H1_f1,0.0,0.0,0.0,1323213984
H1_f2,0.0,0.0,0.0,1323213984
H1_f3,0.0,0.0,0.0,1323213984
L1_f1,0.0,0.0,0.0,1324697799
L1_f2,0.0,0.0,0.0,1324697799
L1_f3,0.0,0.0,0.0,1324697799
H1_f1,0.0,0.0,0.0,1324697799
H1_f2,0.0,0.0,0.0,1324697799
H1_f3,0.0,0.0,0.0,1324697799
L1_f1,0.2,0.1,0.0,1324032039
L1_f2,0.0,0.0,0.0,1324032039
L1_f3,0.0,0.0,0.0,1324032039
H1_f1,0.0,0.0,0.0,1324032039
H1_f2,0.0,0.0,0.0,1324032039
H1_f3,0.0,0.0,0.0,1324032039
L1_f1,1.8,0.9,0.4,1325232283
L1_f2,0.0,0.0,0.0,1325232283
L1_f3,0.0,0.0,0.0,1325232283
H1_f1,0.4,0.2,0.1,1325232283
H1_f2,0.0,0.0,0.0,1325232283
H1_f3,0.0,0.0,0.0,1325232283
L1_f1,0.0,0.0,0.0,1326007820
L1_f2,0.0,0.0,0.0,1326007820
L1_f3,0.0,0.0,0.0,1326007820
H1_f1,0.0,0.0,0.0,1326007820
H1_f2,0.0,0.0,0.0,1326007820
H1_f3,0.0,0.0,0.0,1326007820
L1_f1,0.7,0.4,0.2,1322598135
L1_f2,0.0,0.0,0.0,1322598135
L1_f3,0.0,0.0,0.0,1322598135
H1_f1,0.0,0.0,0.0,1322598135
H1_f2,0.0,0.0,0.0,1322598135
H1_f3,0.0,0.0,0.0,1322598135
L1_f1,0.0,0.0,0.0,1324034030
L1_f2,0.0,0.0,0.0,1324034030
L1_f3,0.0,0.0,0.0,1324034030
H1_f1,0.0,0.0,0.0,1324034030
H1_f2,0.0,0.0,0.0,1324034030
H1_f3,0.0,0.0,0.0,1324034030
L1_f1,0.0,0.0,0.0,1325547971
L1_f2,0.0,0.0,0.0,1325547971
L1_f3,0.0,0.0,0.0,1325547971
H1_f1,0.0,0.0,0.0,1325547971
H1_f2,0.0,0.0,0.0,1325547971
H1_f3,0.0,0.0,0.0,1325547971
L1_f1,1.5,0.7,0.4,1323410357
L1_f2,0.0,0.0,0.0,1323410357
L1_f3,0.0,0.0,0.0,1323410357
H1_f1,0.5,0.3,0.1,1323410357
H1_f2,0.0,0.0,0.0,1323410357
H1_f3,0.0,0.0,0.0,1323410357
L1_f1,0.0,0.0,0.0,1323477884
L1_f2,0.0,0.0,0.0,1323477884
L1_f3,0.0,0.0,0.0,1323477884
H1_f1,0.0,0.0,0.0,1323477884
H1_f2,0.0,0.0,0.0,1323477884
H1_f3,0.0,0.0,0.0,1323477884
L1_f1,0.0,0.0,0.0,1324184564
L1_f2,0.0,0.0,0.0,1324184564
L1_f3,0.0,0.0,0.0,1324184564
H1_f1,0.0,0.0,0.0,1324184564
H1_f2,0.0,0.0,0.0,1324184564
H1_f3,0.0,0.0,0.0,1324184564
L1_f1,0.4,0.2,0.1,1324917193
L1_f2,0.0,0.0,0.0,1324917193
L1_f3,0.0,0.0,0.0,1324917193
H1_f1,0.0,0.0,0.0,1324917193
H1_f2,0.0,0.0,0.0,1324917193
H1_f3,0.0,0.0,0.0,1324917193
L1_f1,0.0,0.0,0.0,1323375454
L1_f2,0.0,0.0,0.0,1323375454
L1_f3,0.0,0.0,0.0,1323375454
H1_f1,0.0,0.0,0.0,1323375454
H1_f2,0.0,0.0,0.0,1323375454
H1_f3,0.0,0.0,0.0,1323375454
L1_f1,0.0,0.0,0.0,1322945254
L1_f2,0.0,0.0,0.0,1322945254
L1_f3,0.0,0.0,0.0,1322945254
H1_f1,0.0,0.0,0.0,1322945254
H1_f2,0.0,0.0,0.0,1322945254
H1_f3,0.0,0.0,0.0,1322945254
L1_f1,2.6,1.3,0.7,1324147590
L1_f2,0.1,0.1,0.0,1324147590
L1_f3,0.0,0.0,0.0,1324147590
H1_f1,2.2,1.1,0.6,1324147590
H1_f2,0.1,0.1,0.0,1324147590
H1_f3,0.0,0.0,0.0,1324147590
L1_f1,0.2,0.1,0.1,1324274910
L1_f2,0.0,0.0,0.0,1324274910
L1_f3,0.0,0.0,0.0,1324274910
H1_f1,0.2,0.1,0.1,1324274910
H1_f2,0.0,0.0,0.0,1324274910
H1_f3,0.0,0.0,0.0,1324274910
L1_f1,0.6,0.3,0.1,1325132895
L1_f2,0.0,0.0,0.0,1325132895
L1_f3,0.0,0.0,0.0,1325132895
H1_f1,0.0,0.0,0.0,1325132895
H1_f2,0.0,0.0,0.0,1325132895
H1_f3,0.0,0.0,0.0,1325132895
L1_f1,0.2,0.1,0.0,1325958554
L1_f2,0.0,0.0,0.0,1325958554
L1_f3,0.0,0.0,0.0,1325958554
H1_f1,0.0,0.0,0.0,1325958554
H1_f2,0.0,0.0,0.0,1325958554
H1_f3,0.0,0.0,0.0,1325958554
L1_f1,3.7,1.8,0.9,1324526432
L1_f2,0.4,0.2,0.1,1324526432
L1_f3,0.0,0.0,0.0,1324526432
H1_f1,0.0,0.0,0.0,1324526432
H1_f2,0.0,0.0,0.0,1324526432
H1_f3,0.0,0.0,0.0,1324526432
L1_f1,1.2,0.6,0.3,1323481067
L1_f2,0.0,0.0,0.0,1323481067
L1_f3,0.0,0.0,0.0,1323481067
H1_f1,0.0,0.0,0.0,1323481067
H1_f2,0.0,0.0,0.0,1323481067
H1_f3,0.0,0.0,0.0,1323481067
L1_f1,1.0,0.5,0.3,1325412907
L1_f2,0.0,0.0,0.0,1325412907
L1_f3,0.0,0.0,0.0,1325412907
H1_f1,0.0,0.0,0.0,1325412907
H1_f2,0.0,0.0,0.0,1325412907
H1_f3,0.0,0.0,0.0,1325412907
L1_f1,0.0,0.0,0.0,1324400083
L1_f2,0.0,0.0,0.0,1324400083
L1_f3,0.0,0.0,0.0,1324400083
H1_f1,0.0,0.0,0.0,1324400083
H1_f2,0.0,0.0,0.0,1324400083
H1_f3,0.0,0.0,0.0,1324400083
L1_f1,0.0,0.0,0.0,1324757300
L1_f2,0.0,0.0,0.0,1324757300
L1_f3,0.0,0.0,0.0,1324757300
H1_f1,0.0,0.0,0.0,1324757300
H1_f2,0.0,0.0,0.0,1324757300
H1_f3,0.0,0.0,0.0,1324757300
L1_f1,0.0,0.0,0.0,1323378209
L1_f2,0.0,0.0,0.0,1323378209
L1_f3,0.0,0.0,0.0,1323378209
H1_f1,0.0,0.0,0.0,1323378209
H1_f2,0.0,0.0,0.0,1323378209
H1_f3,0.0,0.0,0.0,1323378209
L1_f1,2.4,1.2,0.6,1324468382
L1_f2,0.1,0.0,0.0,1324468382
L1_f3,0.0,0.0,0.0,1324468382
H1_f1,2.0,1.0,0.5,1324468382
H1_f2,0.1,0.1,0.0,1324468382
H1_f3,0.0,0.0,0.0,1324468382
L1_f1,0.8,0.4,0.2,1323617728
L1_f2,0.0,0.0,0.0,1323617728
L1_f3,0.0,0.0,0.0,1323617728
H1_f1,0.0,0.0,0.0,1323617728
H1_f2,0.0,0.0,0.0,1323617728
H1_f3,0.0,0.0,0.0,1323617728
L1_f1,1.5,0.8,0.4,1324599906
L1_f2,0.0,0.0,0.0,1324599906
L1_f3,0.0,0.0,0.0,1324599906
H1_f1,0.2,0.1,0.0,1324599906
H1_f2,0.0,0.0,0.0,1324599906
H1_f3,0.0,0.0,0.0,1324599906
L1_f1,0.0,0.0,0.0,1322602843
L1_f2,0.0,0.0,0.0,1322602843
L1_f3,0.0,0.0,0.0,1322602843
H1_f1,0.0,0.0,0.0,1322602843
H1_f2,0.0,0.0,0.0,1322602843
H1_f3,0.0,0.0,0.0,1322602843
L1_f1,1.4,0.7,0.4,1324494232
L1_f2,0.0,0.0,0.0,1324494232
L1_f3,0.0,0.0,0.0,1324494232
H1_f1,0.5,0.2,0.1,1324494232
H1_f2,0.0,0.0,0.0,1324494232
H1_f3,0.0,0.0,0.0,1324494232
L1_f1,0.0,0.2,0.1,1324635654
L1_f2,0.0,0.0,0.0,1324635654
L1_f3,0.0,0.0,0.0,1324635654
H1_f1,0.3,0.2,0.1,1324635654
H1_f2,0.0,0.0,0.0,1324635654
H1_f3,0.0,0.0,0.0,1324635654
L1_f1,1.1,0.6,0.3,1323135344
L1_f2,0.0,0.0,0.0,1323135344
L1_f3,0.0,0.0,0.0,1323135344
H1_f1,0.0,0.0,0.0,1323135344
H1_f2,0.0,0.0,0.0,1323135344
H1_f3,0.0,0.0,0.0,1323135344
L1_f1,0.2,0.1,0.0,1323327893
L1_f2,0.0,0.0,0.0,1323327893
L1_f3,0.0,0.0,0.0,1323327893
H1_f1,0.0,0.0,0.0,1323327893
H1_f2,0.0,0.0,0.0,1323327893
H1_f3,0.0,0.0,0.0,1323327893
L1_f1,0.8,0.4,0.4,1325849610
L1_f2,0.0,0.0,0.0,1325849610
L1_f3,0.0,0.0,0.0,1325849610
H1_f1,0.0,0.0,0.0,1325849610
H1_f2,0.0,0.0,0.0,1325849610
H1_f3,0.0,0.0,0.0,1325849610
L1_f1,0.2,0.1,0.0,1324896853
L1_f2,0.0,0.0,0.0,1324896853
L1_f3,0.0,0.0,0.0,1324896853
H1_f1,0.0,0.0,0.0,1324896853
H1_f2,0.0,0.0,0.0,1324896853
H1_f3,0.0,0.0,0.0,1324896853
L1_f1,1.7,0.8,0.4,1325138295
L1_f2,0.0,0.0,0.0,1325138295
L1_f3,0.0,0.0,0.0,1325138295
H1_f1,0.0,0.0,0.0,1325138295
H1_f2,0.0,0.0,0.0,1325138295
H1_f3,0.0,0.0,0.0,1325138295
L1_f1,0.0,0.0,0.0,1324888697
L1_f2,0.0,0.0,0.0,1324888697
L1_f3,0.0,0.0,0.0,1324888697
H1_f1,0.0,0.0,0.0,1324888697
H1_f2,0.0,0.0,0.0,1324888697
H1_f3,0.0,0.0,0.0,1324888697
L1_f1,1.7,0.8,0.4,1325134776
L1_f2,0.0,0.0,0.0,1325134776
L1_f3,0.0,0.0,0.0,1325134776
H1_f1,0.0,0.0,0.0,1325134776
H1_f2,0.0,0.0,0.0,1325134776
H1_f3,0.0,0.0,0.0,1325134776
L1_f1,0.0,0.0,0.0,1324201430
L1_f2,0.0,0.0,0.0,1324201430
L1_f3,0.0,0.0,0.0,1324201430
H1_f1,0.0,0.0,0.0,1324201430
H1_f2,0.0,0.0,0.0,1324201430
H1_f3,0.0,0.0,0.0,1324201430
L1_f1,0.0,0.0,0.0,1323527995
L1_f2,0.0,0.0,0.0,1323527995
L1_f3,0.0,0.0,0.0,1323527995
H1_f1,0.0,0.0,0.0,1323527995
H1_f2,0.0,0.0,0.0,1323527995
H1_f3,0.0,0.0,0.0,1323527995
L1_f1,0.0,0.0,0.0,1324150562
L1_f2,0.0,0.0,0.0,1324150562
L1_f3,0.0,0.0,0.0,1324150562
H1_f1,0.0,0.0,0.0,1324150562
H1_f2,0.0,0.0,0.0,1324150562
H1_f3,0.0,0.0,0.0,1324150562
L1_f1,0.0,0.0,0.0,1325892127
L1_f2,0.0,0.0,0.0,1325892127
L1_f3,0.0,0.0,0.0,1325892127
H1_f1,0.2,0.1,0.1,1325892127
H1_f2,0.0,0.0,0.0,1325892127
H1_f3,0.0,0.0,0.0,1325892127
L1_f1,0.1,0.2,0.1,1325142432
L1_f2,1.8,2.6,1.3,1325142432
L1_f3,4.9,5.9,3.0,1325142432
H1_f1,0.0,0.0,0.0,1325142432
H1_f2,0.0,0.0,0.0,1325142432
H1_f3,0.0,0.0,0.0,1325142432
L1_f1,0.3,0.1,0.1,1322807559
L1_f2,0.0,0.0,0.0,1322807559
L1_f3,0.0,0.0,0.0,1322807559
H1_f1,0.6,0.3,0.2,1322807559
H1_f2,0.0,0.0,0.0,1322807559
H1_f3,0.0,0.0,0.0,1322807559
L1_f1,0.0,0.0,0.0,1322964484
L1_f2,0.0,0.0,0.0,1322964484
L1_f3,0.0,0.0,0.0,1322964484
H1_f1,0.0,0.0,0.0,1322964484
H1_f2,0.0,0.0,0.0,1322964484
H1_f3,0.0,0.0,0.0,1322964484
L1_f1,0.0,0.0,0.0,1323616490
L1_f2,0.0,0.0,0.0,1323616490
L1_f3,0.0,0.0,0.0,1323616490
H1_f1,0.0,0.0,0.0,1323616490
H1_f2,0.0,0.0,0.0,1323616490
H1_f3,0.0,0.0,0.0,1323616490
L1_f1,0.0,0.0,0.0,1324987392
L1_f2,0.0,0.0,0.0,1324987392
L1_f3,0.0,0.0,0.0,1324987392
H1_f1,0.0,0.0,0.0,1324987392
H1_f2,0.0,0.0,0.0,1324987392
H1_f3,0.0,0.0,0.0,1324987392
L1_f1,0.0,0.0,0.0,1325217561
L1_f2,0.0,0.0,0.0,1325217561
L1_f3,0.0,0.0,0.0,1325217561
H1_f1,0.0,0.0,0.0,1325217561
H1_f2,0.0,0.0,0.0,1325217561
H1_f3,0.0,0.0,0.0,1325217561
L1_f1,0.0,0.0,0.0,1322899582
L1_f2,0.0,0.0,0.0,1322899582
L1_f3,0.0,0.0,0.0,1322899582
H1_f1,0.0,0.0,0.0,1322899582
H1_f2,0.0,0.0,0.0,1322899582
H1_f3,0.0,0.0,0.0,1322899582
L1_f1,1.0,0.5,0.3,1324301602
L1_f2,0.0,0.0,0.0,1324301602
L1_f3,0.0,0.0,0.0,1324301602
H1_f1,0.0,0.0,0.0,1324301602
H1_f2,0.0,0.0,0.0,1324301602
H1_f3,0.0,0.0,0.0,1324301602
L1_f1,3.7,1.9,0.9,1324236842
L1_f2,0.0,0.0,0.0,1324236842
L1_f3,0.0,0.0,0.0,1324236842
H1_f1,2.7,1.4,0.7,1324236842
H1_f2,0.0,0.0,0.0,1324236842
H1_f3,0.0,0.0,0.0,1324236842
L1_f1,0.0,0.0,0.0,1324615402
L1_f2,0.0,0.0,0.0,1324615402
L1_f3,0.0,0.0,0.0,1324615402
H1_f1,0.0,0.0,0.0,1324615402
H1_f2,0.0,0.0,0.0,1324615402
H1_f3,0.0,0.0,0.0,1324615402
L1_f1,0.0,0.0,0.0,1323418162
L1_f2,0.0,0.0,0.0,1323418162
L1_f3,0.0,0.0,0.0,1323418162
H1_f1,0.0,0.0,0.0,1323418162
H1_f2,0.0,0.0,0.0,1323418162
H1_f3,0.0,0.0,0.0,1323418162
L1_f1,0.0,0.0,0.0,1323632574
L1_f2,0.0,0.0,0.0,1323632574
L1_f3,0.0,0.0,0.0,1323632574
H1_f1,0.0,0.0,0.0,1323632574
H1_f2,0.0,0.0,0.0,1323632574
H1_f3,0.0,0.0,0.0,1323632574
L1_f1,1.2,0.6,0.3,1325004533
L1_f2,0.0,0.0,0.0,1325004533
L1_f3,0.0,0.0,0.0,1325004533
H1_f1,1.2,0.6,0.3,1325004533
H1_f2,0.0,0.0,0.0,1325004533
H1_f3,0.0,0.0,0.0,1325004533
L1_f1,1.2,0.6,0.3,1324806789
L1_f2,0.0,0.0,0.0,1324806789
L1_f3,0.0,0.0,0.0,1324806789
H1_f1,0.0,0.0,0.0,1324806789
H1_f2,0.0,0.0,0.0,1324806789
H1_f3,0.0,0.0,0.0,1324806789
L1_f1,0.0,0.0,0.0,1324632601
L1_f2,0.0,0.0,0.0,1324632601
L1_f3,0.0,0.0,0.0,1324632601
H1_f1,0.0,0.0,0.0,1324632601
H1_f2,0.0,0.0,0.0,1324632601
H1_f3,0.0,0.0,0.0,1324632601
L1_f1,1.7,0.9,0.4,1323044652
L1_f2,0.0,0.0,0.0,1323044652
L1_f3,0.0,0.0,0.0,1323044652
H1_f1,0.5,0.2,0.1,1323044652
H1_f2,0.0,0.0,0.0,1323044652
H1_f3,0.0,0.0,0.0,1323044652
L1_f1,0.9,0.4,0.2,1325011740
L1_f2,0.0,0.0,0.0,1325011740
L1_f3,0.0,0.0,0.0,1325011740
H1_f1,0.2,0.1,0.0,1325011740
H1_f2,0.0,0.0,0.0,1325011740
H1_f3,0.0,0.0,0.0,1325011740
L1_f1,0.0,0.0,0.0,1323980866
L1_f2,0.0,0.0,0.0,1323980866
L1_f3,0.0,0.0,0.0,1323980866
H1_f1,0.8,0.4,0.2,1323980866
H1_f2,0.0,0.0,0.0,1323980866
H1_f3,0.0,0.0,0.0,1323980866
L1_f1,0.4,0.2,0.1,1323254008
L1_f2,0.0,0.0,0.0,1323254008
L1_f3,0.0,0.0,0.0,1323254008
H1_f1,0.0,0.0,0.0,1323254008
H1_f2,0.0,0.0,0.0,1323254008
H1_f3,0.0,0.0,0.0,1323254008
L1_f1,0.8,0.4,0.2,1325355890
L1_f2,0.0,0.0,0.0,1325355890
L1_f3,0.0,0.0,0.0,1325355890
H1_f1,0.0,0.0,0.0,1325355890
H1_f2,0.0,0.0,0.0,1325355890
H1_f3,0.0,0.0,0.0,1325355890
L1_f1,0.4,0.2,0.1,1322911954
L1_f2,0.0,0.0,0.0,1322911954
L1_f3,0.0,0.0,0.0,1322911954
H1_f1,0.3,0.2,0.1,1322911954
H1_f2,0.1,0.0,0.0,1322911954
H1_f3,0.0,0.0,0.0,1322911954
L1_f1,0.0,0.0,0.0,1324150699
L1_f2,0.0,0.0,0.0,1324150699
L1_f3,0.0,0.0,0.0,1324150699
H1_f1,0.0,0.0,0.0,1324150699
H1_f2,0.0,0.0,0.0,1324150699
H1_f3,0.0,0.0,0.0,1324150699
L1_f1,0.0,0.0,0.0,1323595107
L1_f2,0.0,0.0,0.0,1323595107
L1_f3,0.0,0.0,0.0,1323595107
H1_f1,0.0,0.0,0.0,1323595107
H1_f2,0.0,0.0,0.0,1323595107
H1_f3,0.0,0.0,0.0,1323595107
L1_f1,0.0,0.0,0.0,1325640999
L1_f2,0.0,0.0,0.0,1325640999
L1_f3,0.0,0.0,0.0,1325640999
H1_f1,0.0,0.0,0.0,1325640999
H1_f2,0.0,0.0,0.0,1325640999
H1_f3,0.0,0.0,0.0,1325640999
L1_f1,0.0,0.0,0.0,1325623377
L1_f2,0.0,0.0,0.0,1325623377
L1_f3,0.0,0.0,0.0,1325623377
H1_f1,0.0,0.0,0.0,1325623377
H1_f2,0.0,0.0,0.0,1325623377
H1_f3,0.0,0.0,0.0,1325623377
L1_f1,1.9,1.0,0.5,1324789518
L1_f2,0.0,0.0,0.0,1324789518
L1_f3,0.0,0.0,0.0,1324789518
H1_f1,1.6,0.8,0.4,1324789518
H1_f2,0.0,0.0,0.0,1324789518
H1_f3,0.0,0.0,0.0,1324789518
L1_f1,0.0,0.0,0.0,1323636034
L1_f2,0.0,0.0,0.0,1323636034
L1_f3,0.0,0.0,0.0,1323636034
H1_f1,0.0,0.0,0.0,1323636034
H1_f2,0.0,0.0,0.0,1323636034
H1_f3,0.0,0.0,0.0,1323636034
L1_f1,0.0,0.0,0.0,1324388960
L1_f2,0.0,0.0,0.0,1324388960
L1_f3,0.0,0.0,0.0,1324388960
H1_f1,0.0,0.0,0.0,1324388960
H1_f2,0.0,0.0,0.0,1324388960
H1_f3,0.0,0.0,0.0,1324388960
L1_f1,0.0,0.0,0.0,1324316861
L1_f2,0.0,0.0,0.0,1324316861
L1_f3,0.0,0.0,0.0,1324316861
H1_f1,0.0,0.0,0.0,1324316861
H1_f2,0.0,0.0,0.0,1324316861
H1_f3,0.0,0.0,0.0,1324316861
L1_f1,0.0,0.0,0.0,1323386045
L1_f2,0.0,0.0,0.0,1323386045
L1_f3,0.0,0.0,0.0,1323386045
H1_f1,0.0,0.0,0.0,1323386045
H1_f2,0.0,0.0,0.0,1323386045
H1_f3,0.0,0.0,0.0,1323386045
L1_f1,0.0,0.0,0.0,1325821059
L1_f2,0.0,0.0,0.0,1325821059
L1_f3,0.0,0.0,0.0,1325821059
H1_f1,0.0,0.0,0.0,1325821059
H1_f2,0.0,0.0,0.0,1325821059
H1_f3,0.0,0.0,0.0,1325821059
L1_f1,0.0,0.0,0.0,1324099987
L1_f2,0.0,0.0,0.0,1324099987
L1_f3,0.0,0.0,0.0,1324099987
H1_f1,0.1,0.0,0.0,1324099987
H1_f2,0.0,0.0,0.0,1324099987
H1_f3,0.0,0.0,0.0,1324099987
L1_f1,0.0,0.0,0.0,1322782120
L1_f2,0.0,0.0,0.0,1322782120
L1_f3,0.0,0.0,0.0,1322782120
H1_f1,0.1,0.0,0.0,1322782120
H1_f2,0.0,0.0,0.0,1322782120
H1_f3,0.0,0.0,0.0,1322782120
L1_f1,0.0,0.0,0.0,1322936539
L1_f2,0.0,0.0,0.0,1322936539
L1_f3,0.0,0.0,0.0,1322936539
H1_f1,0.0,0.0,0.1,1322936539
H1_f2,0.0,0.0,0.0,1322936539
H1_f3,0.0,0.0,0.0,1322936539
L1_f1,0.0,0.0,0.0,1324264549
L1_f2,0.0,0.0,0.0,1324264549
L1_f3,0.0,0.0,0.0,1324264549
H1_f1,0.0,0.0,0.0,1324264549
H1_f2,0.0,0.0,0.0,1324264549
H1_f3,0.0,0.0,0.0,1324264549
L1_f1,0.0,0.0,0.0,1323245734
L1_f2,0.0,0.0,0.0,1323245734
L1_f3,0.0,0.0,0.0,1323245734
H1_f1,0.0,0.0,0.0,1323245734
H1_f2,0.0,0.0,0.0,1323245734
H1_f3,0.0,0.0,0.0,1323245734
L1_f1,0.0,0.0,0.0,1323595962
L1_f2,0.0,0.0,0.0,1323595962
L1_f3,0.0,0.0,0.0,1323595962
H1_f1,0.0,0.0,0.0,1323595962
H1_f2,0.0,0.0,0.0,1323595962
H1_f3,0.0,0.0,0.0,1323595962
L1_f1,2.8,1.4,0.7,1325138904
L1_f2,0.1,0.1,0.0,1325138904
L1_f3,0.0,0.0,0.0,1325138904
H1_f1,2.3,1.1,0.6,1325138904
H1_f2,0.2,0.1,0.0,1325138904
H1_f3,0.0,0.0,0.0,1325138904
L1_f1,0.0,0.0,0.0,1325380229
L1_f2,0.0,0.0,0.0,1325380229
L1_f3,0.0,0.0,0.0,1325380229
H1_f1,0.4,0.2,0.1,1325380229
H1_f2,0.0,0.0,0.0,1325380229
H1_f3,0.0,0.0,0.0,1325380229
L1_f1,3.9,1.9,1.0,1324813503
L1_f2,0.0,0.0,0.0,1324813503
L1_f3,0.0,0.0,0.0,1324813503
H1_f1,2.7,1.4,0.7,1324813503
H1_f2,0.0,0.0,0.0,1324813503
H1_f3,0.0,0.0,0.0,1324813503
L1_f1,0.3,0.1,0.1,1324099566
L1_f2,0.0,0.0,0.0,1324099566
L1_f3,0.0,0.0,0.0,1324099566
H1_f1,0.0,0.0,0.0,1324099566
H1_f2,0.0,0.0,0.0,1324099566
H1_f3,0.0,0.0,0.0,1324099566
L1_f1,0.0,0.0,0.0,1325832179
L1_f2,0.0,0.0,0.0,1325832179
L1_f3,0.0,0.0,0.0,1325832179
H1_f1,0.0,0.0,0.0,1325832179
H1_f2,0.0,0.0,0.0,1325832179
H1_f3,0.0,0.0,0.0,1325832179
L1_f1,0.1,0.1,0.0,1325658630
L1_f2,0.0,0.0,0.0,1325658630
L1_f3,0.0,0.0,0.0,1325658630
H1_f1,0.0,0.0,0.0,1325658630
H1_f2,0.0,0.0,0.0,1325658630
H1_f3,0.0,0.0,0.0,1325658630
L1_f1,0.0,0.0,0.0,1326009832
L1_f2,0.0,0.0,0.0,1326009832
L1_f3,0.0,0.0,0.0,1326009832
H1_f1,0.0,0.0,0.0,1326009832
H1_f2,0.0,0.0,0.0,1326009832
H1_f3,0.0,0.0,0.0,1326009832
L1_f1,2.8,1.4,0.7,1324176899
L1_f2,0.1,0.0,0.0,1324176899
L1_f3,0.0,0.0,0.0,1324176899
H1_f1,1.5,0.7,0.4,1324176899
H1_f2,0.0,0.0,0.0,1324176899
H1_f3,0.0,0.0,0.0,1324176899
L1_f1,1.1,0.5,0.3,1323158550
L1_f2,0.0,0.0,0.0,1323158550
L1_f3,0.0,0.0,0.0,1323158550
H1_f1,0.0,0.0,0.0,1323158550
H1_f2,0.0,0.0,0.0,1323158550
H1_f3,0.0,0.0,0.0,1323158550
L1_f1,0.0,0.0,0.0,1323300254
L1_f2,0.0,0.0,0.0,1323300254
L1_f3,0.0,0.0,0.0,1323300254
H1_f1,0.0,0.0,0.0,1323300254
H1_f2,0.0,0.0,0.0,1323300254
H1_f3,0.0,0.0,0.0,1323300254
L1_f1,0.4,0.2,0.1,1323497030
L1_f2,0.0,0.0,0.0,1323497030
L1_f3,0.0,0.0,0.0,1323497030
H1_f1,0.0,0.0,0.0,1323497030
H1_f2,0.0,0.0,0.0,1323497030
H1_f3,0.0,0.0,0.0,1323497030
L1_f1,1.8,0.9,0.4,1325106076
L1_f2,0.0,0.0,0.0,1325106076
L1_f3,0.0,0.0,0.0,1325106076
H1_f1,1.2,0.6,0.3,1325106076
H1_f2,0.0,0.0,0.0,1325106076
H1_f3,0.0,0.0,0.0,1325106076
L1_f1,0.0,0.0,0.0,1323488249
L1_f2,0.0,0.0,0.0,1323488249
L1_f3,0.0,0.0,0.0,1323488249
H1_f1,0.0,0.0,0.0,1323488249
H1_f2,0.0,0.0,0.0,1323488249
H1_f3,0.0,0.0,0.0,1323488249
L1_f1,0.0,0.0,0.0,1325034468
L1_f2,0.0,0.0,0.0,1325034468
L1_f3,0.0,0.0,0.0,1325034468
H1_f1,0.0,0.0,0.0,1325034468
H1_f2,0.0,0.0,0.0,1325034468
H1_f3,0.0,0.0,0.0,1325034468
L1_f1,0.2,0.1,0.1,1323214673
L1_f2,0.0,0.0,0.0,1323214673
L1_f3,0.0,0.0,0.0,1323214673
H1_f1,0.0,0.0,0.0,1323214673
H1_f2,0.0,0.0,0.0,1323214673
H1_f3,0.0,0.0,0.0,1323214673
L1_f1,0.0,0.0,0.0,1325585216
L1_f2,0.0,0.0,0.0,1325585216
L1_f3,0.0,0.0,0.0,1325585216
H1_f1,0.0,0.0,0.0,1325585216
H1_f2,0.0,0.0,0.0,1325585216
H1_f3,0.0,0.0,0.0,1325585216
L1_f1,0.5,0.2,0.1,1325002212
L1_f2,0.0,0.0,0.0,1325002212
L1_f3,0.0,0.0,0.0,1325002212
H1_f1,0.0,0.0,0.0,1325002212
H1_f2,0.0,0.0,0.0,1325002212
H1_f3,0.0,0.0,0.0,1325002212
L1_f1,0.0,0.0,0.0,1325710881
L1_f2,0.0,0.0,0.0,1325710881
L1_f3,0.0,0.0,0.0,1325710881
H1_f1,0.0,0.0,0.0,1325710881
H1_f2,0.0,0.0,0.0,1325710881
H1_f3,0.0,0.0,0.0,1325710881
L1_f1,1.3,0.6,0.3,1325637955
L1_f2,0.0,0.0,0.0,1325637955
L1_f3,0.0,0.0,0.0,1325637955
H1_f1,0.5,0.2,0.1,1325637955
H1_f2,0.0,0.0,0.0,1325637955
H1_f3,0.0,0.0,0.0,1325637955
L1_f1,0.6,0.3,0.2,1325243986
L1_f2,0.0,0.0,0.0,1325243986
L1_f3,0.0,0.0,0.0,1325243986
H1_f1,0.0,0.0,0.0,1325243986
H1_f2,0.0,0.0,0.0,1325243986
H1_f3,0.0,0.0,0.0,1325243986
L1_f1,0.0,0.0,0.0,1324110411
L1_f2,0.0,0.0,0.0,1324110411
L1_f3,0.0,0.0,0.0,1324110411
H1_f1,0.2,0.1,0.0,1324110411
H1_f2,0.0,0.0,0.0,1324110411
H1_f3,0.0,0.0,0.0,1324110411
L1_f1,0.7,0.4,0.2,1325384097
L1_f2,0.0,0.0,0.0,1325384097
L1_f3,0.0,0.0,0.0,1325384097
H1_f1,0.0,0.0,0.0,1325384097
H1_f2,0.0,0.0,0.0,1325384097
H1_f3,0.0,0.0,0.0,1325384097
L1_f1,1.9,0.9,0.5,1323649515
L1_f2,0.0,0.0,0.0,1323649515
L1_f3,0.0,0.0,0.0,1323649515
H1_f1,0.1,0.0,0.0,1323649515
H1_f2,0.0,0.0,0.0,1323649515
H1_f3,0.0,0.0,0.0,1323649515
L1_f1,2.3,1.1,0.6,1323479072
